id,company,website,linkedin,twitter,funding,product_summary,overall_score,ai_native_score,interestingness_score,resume_fit_score,hiring_likelihood_score,learning_challenge_score,logistics_score,hiring_status,hiring_evidence,remote_india_fit,research_confidence,tags,evidence_urls,message_short,message_founder
455,Million Marker,https://www.millionmarker.com/,https://www.linkedin.com/company/million-marker,https://twitter.com/million_marker,,Million Marker needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
457,Orderli,https://orderli.com/en,https://www.linkedin.com/company/orderli,https://twitter.com/OrderliNL,,Orderli needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
461,Inflow,https://getinflow.io/,https://www.linkedin.com/company/67880058/,https://twitter.com/get_inflow,,Inflow needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
462,Lobby,https://www.uselobby.com/,https://linkedin.com/in/jibril-gudal-b5a92417b,,,Lobby needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
466,Dots 💸,https://usedots.com,https://www.linkedin.com/company/senddots,https://twitter.com/send_dots,,Dots 💸 needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
467,Zen,https://lnkd.in/dgH2xxBJ,,,,Zen needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
474,Flowbo,https://www.flowbo.co/,https://www.linkedin.com/in/daniel-s-kang/,,,Flowbo needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
476,Stardex,https://www.stardex.com,https://www.linkedin.com/company/stardexhq,https://twitter.com/stardexhq,,Stardex needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
477,Genuity,https://gogenuity.com/,https://www.linkedin.com/company/gogenuity,https://twitter.com/gogenuity,,Genuity needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
478,FastFarma,http://www.fastfarma.com,https://www.linkedin.com/company/fast-farma/,https://twitter.com/FastFarmaEc,,FastFarma needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
480,Aqua,https://www.investwithaqua.com,https://www.linkedin.com/company/investwithaqua/,https://twitter.com/investwithaqua,,Aqua needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
483,Heimdal,https://www.heimdalccu.com,https://www.linkedin.com/company/72122978/,https://twitter.com/MarcusLimaGN,,Heimdal needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
487,Intellect,https://intellect.co,https://www.linkedin.com/company/intellecthq/,https://twitter.com/intellecthq,,Intellect needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
490,Cache,http://www.grabcache.com,https://www.linkedin.com/in/christopher-wu-b00a5719/,,,Cache needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
492,Fitia,https://fitia.app/,https://www.linkedin.com/company/fitia/,,,Fitia needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
493,SigmaOS,https://www.sigmaos.com,https://www.linkedin.com/company/sigmaos/,https://twitter.com/sigmaos,,SigmaOS needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
495,Luminate,http://www.luminatemed.com,https://www.linkedin.com/company/luminate-medical,https://twitter.com/luminatemed,,Luminate needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
500,Palenca,https://www.palenca.com/,https://www.linkedin.com/company/palenca/,,,Palenca needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
501,Toku,https://trytoku.com/,https://www.linkedin.com/company/tokuva,https://twitter.com/TryToku,,Toku needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
503,Zoios.,https://zoios.io,https://www.linkedin.com/company/ZoiosHQ,,,Zoios. needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
508,Planet A Foods,https://planet-a-foods.com/,https://www.linkedin.com/company/qoaco/,,,Planet A Foods needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
512,Kapacity.io,https://kapacity.io,https://www.linkedin.com/company/kapacity-io/,https://x.com/JayRauhala,,Kapacity.io needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
515,Promakhos Therapeutics,https://www.promakhos.com/,https://www.linkedin.com/company/79357217,https://twitter.com/Katerina_Hatzi,,Promakhos Therapeutics needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
516,HitPay,https://www.hitpayapp.com,https://www.linkedin.com/company/hit-pay,,,HitPay needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
529,Jeevy Fabrication,https://www.jeevyfabrication.com/,https://www.linkedin.com/company/jeevy-fabrication/?viewAsMember=true,,,Jeevy Fabrication needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
532,Novoflow,https://www.novoflow.io/,https://www.linkedin.com/company/novoflow/,,,Novoflow needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
541,QFEX,https://www.facebook.com/tradeqfex/,https://www.linkedin.com/company/qfex,https://x.com/TradeQFEX,,QFEX needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
550,Vybe,https://www.vybe.build,https://www.linkedin.com/company/107383717/,https://x.com/vybe_build,,Vybe needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
552,Caucus,https://www.usecaucus.com/,https://www.linkedin.com/company/caucusgov,https://x.com/trycaucus,,Caucus needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
559,Trapeze,https://www.trapezehealth.com,https://www.linkedin.com/company/trapezehealth,https://www.twitter.com/thebettychang,,Trapeze needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
562,Casco,https://casco.com,https://www.linkedin.com/company/getcasco,https://x.com/getcasco,,Casco needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
566,chrt,https://chrt.com,https://www.linkedin.com/company/chrt-inc/,https://x.com/chrt_inc,,chrt needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
583,Foundation Industries,https://www.foundation-industries.com/,https://www.linkedin.com/company/foundationindustries,https://x.com/FoundationManf,,Foundation Industries needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
592,Ticket Wallet,https://www.ticketwallet.com,https://www.linkedin.com/company/ticket-wallet,,,Ticket Wallet needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
597,Vesence,https://vesence.com,https://www.linkedin.com/company/vesence,https://x.com/HenrikTaro,,Vesence needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
603,Cascade Space,https://cascade.space,https://www.linkedin.com/company/cascade-space/,https://x.com/cascade_space,,Cascade Space needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
630,Solva,https://solvatechnology.com,https://www.linkedin.com/company/solvatechnology,,,Solva needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
632,EffiGov,https://effigov.com,https://www.linkedin.com/company/effigov/,https://x.com/EffiGov,,EffiGov needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
633,Iron Grid,https://getirongrid.com/,https://www.linkedin.com/in/elizabeth-fern-morrison/,,,Iron Grid needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
663,cocreate,https://cocreate.so,https://www.linkedin.com/company/105275252/admin/dashboard/,,,cocreate needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
666,Nox Metals,https://noxmetals.co/,https://www.linkedin.com/company/nox-metals-inc/,https://x.com/noxmetals,,Nox Metals needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
669,Nautilus,https://nautilus.co,https://www.linkedin.com/company/nautilusco,,,Nautilus needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
677,Perseus Defense,https://perseusdefense.com,https://www.linkedin.com/company/perseusdefense,,,Perseus Defense needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
683,Nixo,https://withnixo.com/,https://www.linkedin.com/company/withnixo,,,Nixo needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
688,Sira,https://sira.team,https://www.linkedin.com/in/nathan-belaye-931005149/,,,Sira needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
698,Avent,https://www.aventindustrial.com,https://www.linkedin.com/company/aventindustrial,https://x.com/abhaykalraa,,Avent needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
708,bitrig,https://bitrig.com,https://www.linkedin.com/company/bitrigapp,https://x.com/bitrigapp,,bitrig needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
711,Tranch,https://tranch.com,https://www.linkedin.com/company/tranch,https://twitter.com/PKelvin7,,Tranch needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
715,Pulppo,https://www.pulppo.com,https://www.linkedin.com/company/pulppo,,,Pulppo needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
716,Ordinary Seafood,https://www.ordinaryseafood.com/,https://www.linkedin.com/company/ordinaryseafood,https://twitter.com/ordinaryseafood,,Ordinary Seafood needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
717,MaverickX,https://www.MaverickX.com,https://www.linkedin.com/company/maverickx-company,,,MaverickX needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
718,Ekho,https://www.ekho.com,https://www.linkedin.com/company/ekho-dealer,,,Ekho needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
722,Materee,https://materee.id,https://www.linkedin.com/company/materee-ycs22/,,,Materee needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
729,Kamion,https://www.kamion.co,https://www.linkedin.com/company/kamion/,https://twitter.com/adlim_berkay,,Kamion needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
738,Chariot,https://givechariot.com/,https://www.linkedin.com/company/givechariot/,https://twitter.com/SalomonSerfati,,Chariot needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
739,Levers,https://uselevers.com/,https://www.linkedin.com/company/uselevers/,,,Levers needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
741,Blockscope,https://www.blockscope.co/,https://www.linkedin.com/company/blockscopeco,,,Blockscope needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
742,Cashboard,https://www.cashboard.co,https://www.linkedin.com/company/cashboardhq,https://twitter.com/Julian_Rowlands,,Cashboard needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
746,Relay Health,https://www.joinrelay.app,https://www.linkedin.com/company/joinrelayapp/,,,Relay Health needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
749,Quindar,https://www.quindar.space,https://www.linkedin.com/company/quindarspace,https://twitter.com/QuindarSpace,,Quindar needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
751,Solum Health,https://www.getsolum.com/,https://www.linkedin.com/company/solum-health,,,Solum Health needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
752,Devyce,https://devyce.com,https://www.linkedin.com/company/devyce,https://twitter.com/DevyceUK,,Devyce needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
760,NextPay,https://nextpay.world,https://www.linkedin.com/company/nextpayph,https://twitter.com/nextpayph,,NextPay needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
771,Kredi,https://www.kredi.mx/,https://www.linkedin.com/company/kredimx/,https://twitter.com/kredimx,,Kredi needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
775,My NextDerma,https://mynextderma.com,https://www.linkedin.com/company/mynextderma/,,,My NextDerma needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
778,DreamWorld,https://www.playdreamworld.com/,https://www.linkedin.com/company/playdreamworld/,https://twitter.com/Play_DreamWorld,,DreamWorld needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
780,Turing College,https://www.turingcollege.com/,https://www.linkedin.com/company/turingcollege2,https://twitter.com/TomasMoska,,Turing College needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
781,Orbillion Bio,https://www.orbillion.com/,https://www.linkedin.com/company/orbillion/,https://twitter.com/Orbillion1,,Orbillion Bio needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
789,Valink Therapeutics,https://www.valinktx.com/,https://www.linkedin.com/company/71180674/,,,Valink Therapeutics needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
790,Unfurl,http://unfurlcuisine.com,https://www.linkedin.com/company/unfurl-inc/,https://twitter.com/unfurlcuisine,,Unfurl needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
792,Houm,https://houm.com,https://www.linkedin.com/company/33268314/admin/,,,Houm needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
797,Finary.com,https://finary.com/en,https://www.linkedin.com/company/finaryhq/,https://twitter.com/finaryhq,,Finary.com needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
802,Alba Orbital,https://www.albaorbital.com,https://www.linkedin.com/company/alba-orbital/,https://twitter.com/albaorbital,,Alba Orbital needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
803,Remora,https://www.remoracarbon.com,https://www.linkedin.com/company/remoracarbon/,https://twitter.com/remoracarbon,,Remora needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
807,Measured,https://trymeasured.com/,https://www.linkedin.com/company/measured-health/,http://twitter.com/mdolon,,Measured needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
818,Striga,https://striga.com/,https://www.linkedin.com/company/striga,https://twitter.com/strigahq,,Striga needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
820,Axle Health,https://www.axlehealth.com,https://www.linkedin.com/company/axle-health/,https://twitter.com/axlehealth,,Axle Health needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
865,Apoxy,https://apoxy.dev,https://www.linkedin.com/company/apoxy/,,,Apoxy needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
870,Nectar,https://nectarclimate.com,https://www.linkedin.com/company/nectarclimate,https://twitter.com/AllenWang314,,Nectar needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
880,Capi Money,https://www.capimoney.com,https://linkedin.com/company/capimoney/,,,Capi Money needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
889,Kobalt Labs,https://www.kobaltlabs.com/,https://www.linkedin.com/company/kobalt-labs/,https://twitter.com/KobaltLabs,,Kobalt Labs needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
890,Feanix Biotechnologies,https://www.feanixbio.com/,https://www.linkedin.com/company/feanix-inc/about/,,,Feanix Biotechnologies needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
891,HyLight,https://www.hylight.aero/,https://www.linkedin.com/company/hylightaero,,,HyLight needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
898,VaultPay,https://vaultpay.io,https://www.linkedin.com/company/getvaultpay,https://twitter.com/ntambwabasa,,VaultPay needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
923,Smobi,https://smobi.com/,https://www.linkedin.com/company/getsmobi/,https://twitter.com/GetSmobi,,Smobi needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
925,Solve Intelligence,https://www.solveintelligence.com/,https://www.linkedin.com/company/solve-intelligence/,https://twitter.com/solveintel,,Solve Intelligence needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
934,Upstream,https://www.upstream.do/,https://www.linkedin.com/company/upstreamdo,https://twitter.com/upstream_do,,Upstream needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
942,Sendblue,https://www.sendblue.com,https://www.linkedin.com/company/send-blue/,,,Sendblue needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
951,Flex,,https://www.linkedin.com/company/withflex/,https://twitter.com/paywithflex,,Flex needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,2,,,,
953,Sweetspot,https://www.sweetspot.so/,https://www.linkedin.com/company/sweetspothq/,https://twitter.com/SweetspotHQ,,Sweetspot needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
955,Cercli,https://www.cercli.com,http://www.linkedin.com/company/cercli,https://twitter.com/cercliHQ,,Cercli needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
960,Intact Therapeutics,http://www.intacttherapeutics.com,https://www.linkedin.com/company/intact-therapeutics,,,Intact Therapeutics needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
961,Adventurous Co,http://adventurous.co,http://linkedin.com/in/jeanyngo,http://twitter.com/adventurousco,,Adventurous Co needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
962,Parker,https://www.getparker.com,https://www.linkedin.com/in/milan-ray/,,,Parker needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
965,Allo,https://www.allocommunity.com/,https://www.linkedin.com/in/catherinehrdy/,,,Allo needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
967,Frubana Inc,https://www.frubana.com,https://www.linkedin.com/company/25018340/admin/,,,Frubana Inc needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
969,Cherry,http://www.startcherry.com,https://www.linkedin.com/company/startcherry/,https://twitter.com/gillianxobrien,,Cherry needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
973,Docbot,https://www.docbot.co,https://www.linkedin.com/in/tylerdao,,,Docbot needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
974,Reelables,http://reelables.com,https://www.linkedin.com/company/reelables,https://x.com/ReelablesHQ,,Reelables needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
977,Gordian Software,https://www.gordiansoftware.com/,https://www.linkedin.com/company/gordian-software/,,,Gordian Software needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
978,Lezzoo,https://lezzoo.com,https://www.linkedin.com/company/13044533/admin/dashboard/,https://x.com/LezzooEats,,Lezzoo needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
992,WorkClout,https://www.workclout.com,https://www.linkedin.com/company/workclout,https://twitter.com/workclout,,WorkClout needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
996,Truora,https://www.truora.com/,https://www.linkedin.com/company/33218719,https://twitter.com/truora,,Truora needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1001,Seal,https://seal.run,https://linkedin.com/company/seal-run,,,Seal needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1002,Current Foods,http://currentfoods.com,https://www.linkedin.com/company/30097055,,,Current Foods needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1004,Dialect,https://dialect.to,https://www.linkedin.com/company/dialect-labs/,https://twitter.com/saydialect,,Dialect needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
1005,Inspectify,http://www.inspectify.com,https://www.linkedin.com/company/getinspectify/,,,Inspectify needs research to determine whether the core product is AI-native.,6.0,0,0,0,1,0,4,No,No current relevant hiring evidence found in fetched text.,No clear remote/India signal found yet.,4,,,,
